Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,633.4749755859375,633.9500122070312,630.0,632.0750122070312,511.1560363769531,509580
2013-01-02,633.5,636.2000122070312,627.7750244140625,631.6500244140625,510.8123474121094,1880246
2013-01-03,632.5,642.0,629.9749755859375,640.2999877929688,517.8074951171875,2635130
2013-01-04,642.5,650.5,640.4500122070312,649.5999755859375,525.3281860351562,5228760
2013-01-07,650.0,652.0,645.125,647.4249877929688,523.5693359375,1820752
2013-01-08,647.5,652.1500244140625,647.1500244140625,650.125,525.7528686523438,2341870
2013-01-09,650.5,653.7000122070312,636.5750122070312,638.2999877929688,516.1900024414062,3135898
2013-01-10,639.9500122070312,641.0499877929688,627.6500244140625,629.2000122070312,508.8310241699219,4522838
2013-01-11,645.0,661.25,645.0,653.1749877929688,528.2193603515625,7805006
2013-01-14,659.5,674.2249755859375,653.6749877929688,667.25,539.6016235351562,5790224
2013-01-15,695.0,700.0,663.5,668.7249755859375,540.7944946289062,8262978
2013-01-16,668.4500122070312,677.5,654.5,673.875,544.9595947265625,4109492
2013-01-17,674.8499755859375,685.9000244140625,671.5,681.0,550.7213745117188,3028544
2013-01-18,681.25,683.0250244140625,669.0250244140625,675.5,546.2736206054688,1440470
2013-01-21,676.25,677.4500122070312,663.5499877929688,665.0,537.7821655273438,1260038
2013-01-22,663.0,665.8499755859375,654.0499877929688,658.75,532.7278442382812,1386630
2013-01-23,657.875,661.875,649.2000122070312,655.9749755859375,531.6942749023438,1877654
2013-01-24,652.5,668.4500122070312,652.5,664.2750244140625,538.4218139648438,3498470
2013-01-25,661.875,672.5,661.875,670.25,543.2649536132812,1521100
2013-01-28,670.1500244140625,674.9749755859375,668.9749755859375,672.5250244140625,545.1087036132812,2428154
2013-01-29,670.5999755859375,678.2750244140625,670.1500244140625,672.4749755859375,545.0682373046875,1731804
2013-01-30,670.5,674.9249877929688,667.9000244140625,673.0750122070312,545.5546264648438,2279144
2013-01-31,674.4249877929688,676.2249755859375,663.2000122070312,672.0750122070312,544.744140625,4313168
2013-02-01,672.0,676.0,671.0750122070312,674.0499877929688,546.3447265625,1484540
2013-02-04,674.5,683.9000244140625,672.5750122070312,678.1749877929688,549.6884155273438,2487304
2013-02-05,672.5499877929688,682.5,672.5499877929688,680.0250244140625,551.1879272460938,2161994
2013-02-06,681.25,687.9500122070312,681.0,685.2750244140625,555.4432373046875,3573706
2013-02-07,680.5,695.0,680.5,693.5750122070312,562.1708374023438,2612782
2013-02-08,693.0,718.5,692.5499877929688,711.2999877929688,576.5376586914062,6973618
2013-02-11,712.0,714.4500122070312,706.125,707.3499755859375,573.335693359375,2312126
2013-02-12,704.5250244140625,707.5,700.9249877929688,705.0250244140625,571.4513549804688,2225502
2013-02-13,704.9000244140625,720.8250122070312,702.5499877929688,717.7000122070312,581.7249755859375,3822666
2013-02-14,715.0499877929688,727.9000244140625,714.5,723.8499755859375,586.709716796875,2946958
2013-02-15,722.0,725.9000244140625,715.3250122070312,721.0750122070312,584.460693359375,1820790
2013-02-18,720.0499877929688,720.9500122070312,710.0,712.6749877929688,577.6519775390625,952086
2013-02-19,710.7999877929688,724.4500122070312,706.3499755859375,721.7750244140625,585.0278930664062,744294
2013-02-20,720.75,728.5,720.75,726.4000244140625,588.7767333984375,2261518
